id,x,y,disease,severity,temperature,humidity,moisture,ph,priority_score
plant-2438,21,6,nutrient_deficiency,0.934,18.29,67.64,27.77,7.38,0.903
plant-2439,3,15,healthy,0.0,33.3,91.75,21.38,5.52,0.0
plant-2440,16,14,healthy,0.0,18.93,80.82,9.64,7.12,0.0
plant-2441,18,35,mold,0.92,19.33,56.8,50.57,6.3,0.92
plant-2442,48,30,healthy,0.0,26.33,54.91,62.78,6.8,0.0
plant-2443,31,32,healthy,0.0,30.31,66.88,41.68,5.78,0.0
plant-2444,43,7,healthy,0.0,26.88,54.04,19.26,7.75,0.0
plant-2445,49,47,healthy,0.0,34.24,82.34,46.62,6.64,0.0
plant-2446,3,26,healthy,0.0,32.19,86.99,30.52,6.01,0.0
plant-2447,36,37,healthy,0.0,26.03,86.05,36.63,6.43,0.0
plant-2448,14,10,healthy,0.0,22.61,50.17,40.71,7.66,0.0
plant-2449,17,11,healthy,0.0,21.22,44.36,53.12,6.45,0.0
plant-2450,34,47,early_blight,0.808,24.55,51.93,32.86,7.57,0.808
plant-2451,36,22,nutrient_deficiency,0.532,27.4,83.32,68.53,6.16,0.479
plant-2452,2,26,early_blight,0.432,37.25,41.29,51.3,7.9,0.432
plant-2453,28,13,healthy,0.0,17.71,54.4,24.1,6.81,0.0
plant-2454,1,25,healthy,0.0,30.72,38.07,12.36,7.45,0.0
plant-2455,47,15,healthy,0.0,28.88,89.58,21.55,7.69,0.0
plant-2456,17,9,early_blight,0.521,27.64,37.58,48.46,6.28,0.521
plant-2457,24,18,healthy,0.0,26.12,83.96,29.48,5.5,0.0
plant-2458,43,10,early_blight,0.995,16.94,41.72,10.48,6.16,1.0
plant-2459,15,19,healthy,0.0,22.26,74.09,29.99,6.24,0.0
plant-2460,37,21,early_blight,0.618,17.78,36.91,9.25,6.33,1.0
plant-2461,41,37,healthy,0.0,28.42,90.59,5.99,5.93,0.0
plant-2462,1,12,healthy,0.0,32.03,52.69,67.55,7.35,0.0
plant-2463,34,2,healthy,0.0,20.18,75.55,63.29,7.9,0.0
plant-2464,19,18,healthy,0.0,33.09,39.42,33.95,6.97,0.0
plant-2465,46,9,healthy,0.0,26.21,48.01,6.17,6.85,0.0
plant-2466,27,40,early_blight,0.541,26.54,68.62,44.64,7.11,0.541
plant-2467,49,29,late_blight,0.625,36.85,39.17,62.62,5.96,0.75
plant-2468,20,39,early_blight,0.264,26.52,87.58,47.6,6.65,0.264
plant-2469,38,19,healthy,0.0,28.38,54.6,9.4,5.58,0.0
plant-2470,19,12,healthy,0.0,18.44,41.18,9.85,5.88,0.0
plant-2471,42,49,late_blight,0.681,33.49,89.97,5.56,6.24,1.0
plant-2472,16,36,healthy,0.0,31.95,67.41,16.18,7.0,0.0
plant-2473,2,1,healthy,0.0,18.31,90.98,8.27,7.89,0.0
plant-2474,8,40,healthy,0.0,15.56,90.09,52.39,7.63,0.0
plant-2475,30,35,healthy,0.0,23.14,49.14,16.62,5.87,0.0
plant-2476,21,20,healthy,0.0,26.04,91.67,38.17,6.07,0.0
plant-2477,19,0,healthy,0.0,15.13,66.84,16.3,6.29,0.0
plant-2478,8,14,healthy,0.0,23.52,69.38,23.15,6.85,0.0
plant-2479,7,35,healthy,0.0,37.96,84.15,30.69,5.71,0.0
plant-2480,46,9,healthy,0.0,30.79,94.28,64.87,6.05,0.0
plant-2481,42,26,mold,0.85,37.44,68.86,41.71,6.48,0.85
plant-2482,1,46,healthy,0.0,36.11,82.48,58.69,6.91,0.0
plant-2483,42,49,healthy,0.0,15.29,60.67,38.03,6.69,0.0
plant-2484,1,25,late_blight,0.683,27.67,65.51,55.2,7.29,0.82
plant-2485,0,19,healthy,0.0,24.53,50.26,17.65,7.59,0.0
plant-2486,30,25,healthy,0.0,15.34,61.52,8.43,7.47,0.0
plant-2487,36,45,healthy,0.0,20.63,77.82,68.58,5.58,0.0
plant-2488,27,5,healthy,0.0,20.27,89.5,51.69,7.07,0.0
plant-2489,15,19,late_blight,0.396,19.19,55.69,22.07,6.74,0.601
plant-2490,2,40,nutrient_deficiency,0.552,34.63,67.8,37.05,5.96,0.497
plant-2491,42,3,healthy,0.0,36.55,91.96,60.87,7.02,0.0
plant-2492,8,28,nutrient_deficiency,0.227,25.48,45.19,29.83,6.91,0.205
plant-2493,16,41,mold,0.731,34.87,82.66,69.81,7.78,0.731
plant-2494,49,32,late_blight,0.5,15.92,36.97,55.78,7.66,0.6
plant-2495,35,48,healthy,0.0,19.16,58.03,33.68,7.95,0.0
plant-2496,46,36,healthy,0.0,31.41,68.05,39.76,6.17,0.0
plant-2497,21,11,healthy,0.0,20.46,86.16,17.48,6.62,0.0
plant-2498,6,1,healthy,0.0,31.85,39.84,33.64,7.57,0.0
plant-2499,14,12,healthy,0.0,28.35,58.97,5.85,5.64,0.0
plant-2500,34,28,early_blight,0.973,32.51,43.85,55.45,7.68,0.973
plant-2501,14,21,healthy,0.0,16.99,31.46,43.9,7.45,0.0
plant-2502,12,1,healthy,0.0,32.73,69.45,13.94,6.2,0.0
plant-2503,2,4,healthy,0.0,15.97,44.66,49.02,6.11,0.0
plant-2504,9,10,healthy,0.0,28.77,55.3,24.22,7.25,0.0
plant-2505,42,48,healthy,0.0,28.51,63.61,10.7,7.44,0.0
plant-2506,5,44,healthy,0.0,25.61,73.23,10.21,6.87,0.0
plant-2507,25,11,healthy,0.0,32.01,61.89,60.62,5.62,0.0
plant-2508,2,28,mold,0.626,32.85,91.73,9.39,7.97,1.0
plant-2509,42,20,healthy,0.0,37.51,32.77,12.0,7.33,0.0
plant-2510,36,49,healthy,0.0,23.72,72.06,45.84,6.78,0.0
plant-2511,40,21,healthy,0.0,19.75,59.82,14.35,7.04,0.0
plant-2512,5,15,healthy,0.0,27.74,80.49,51.86,7.49,0.0
plant-2513,16,44,mold,0.747,36.56,68.69,66.98,6.98,0.747
plant-2514,34,1,healthy,0.0,19.68,81.77,53.25,6.05,0.0
plant-2515,7,7,healthy,0.0,26.95,33.59,39.52,6.35,0.0
plant-2516,23,8,healthy,0.0,18.16,58.07,11.45,5.63,0.0
plant-2517,34,10,healthy,0.0,18.78,87.72,43.51,6.99,0.0
plant-2518,1,28,healthy,0.0,21.88,93.56,44.73,6.0,0.0
plant-2519,41,37,late_blight,0.562,20.36,61.63,7.17,5.5,1.0
plant-2520,4,38,mold,0.553,22.39,56.25,47.77,6.31,0.553
plant-2521,26,1,early_blight,0.212,23.61,92.4,37.92,5.53,0.212
plant-2522,4,24,healthy,0.0,19.91,48.64,36.09,6.31,0.0
plant-2523,34,43,late_blight,0.477,17.8,55.96,67.34,5.52,0.572
plant-2524,17,37,healthy,0.0,24.36,59.16,50.64,6.7,0.0
plant-2525,9,41,healthy,0.0,37.7,60.5,49.15,6.09,0.0
plant-2526,19,1,healthy,0.0,20.6,55.98,44.58,7.94,0.0
plant-2527,23,3,healthy,0.0,33.3,61.64,35.02,5.88,0.0
plant-2528,22,0,late_blight,0.665,37.75,50.14,56.28,5.55,0.798
plant-2529,13,19,mold,0.645,24.33,51.86,34.51,7.29,0.645
plant-2530,49,29,healthy,0.0,31.87,69.49,22.81,7.45,0.0
plant-2531,0,7,healthy,0.0,19.43,66.01,68.75,6.38,0.0
plant-2532,22,11,late_blight,0.33,15.61,63.29,24.79,6.71,0.465
plant-2533,36,35,late_blight,0.409,34.1,43.76,19.23,6.56,0.667
plant-2534,39,12,healthy,0.0,19.42,89.82,64.61,7.63,0.0
plant-2535,9,12,late_blight,0.791,23.79,61.61,37.93,7.67,0.949
plant-2536,14,36,mold,0.962,23.01,51.68,51.26,7.55,0.962
plant-2537,5,7,healthy,0.0,20.6,44.8,69.39,7.24,0.0
plant-2538,31,23,healthy,0.0,17.19,54.53,47.16,7.29,0.0
plant-2539,23,44,mold,0.337,17.68,87.77,62.19,6.86,0.337
plant-2540,20,42,healthy,0.0,26.14,46.47,53.49,6.61,0.0
plant-2541,32,41,healthy,0.0,35.38,59.68,21.43,7.02,0.0
plant-2542,30,9,healthy,0.0,25.57,57.85,10.99,6.75,0.0
plant-2543,30,40,healthy,0.0,34.77,37.19,34.04,5.96,0.0
plant-2544,18,32,healthy,0.0,27.13,36.05,45.64,6.79,0.0
plant-2545,29,34,healthy,0.0,18.16,82.06,56.09,5.69,0.0
plant-2546,36,40,healthy,0.0,32.46,37.31,15.46,6.75,0.0
plant-2547,42,29,healthy,0.0,16.29,30.02,45.83,5.6,0.0
plant-2548,39,37,mold,0.472,22.57,93.15,47.96,7.57,0.472
plant-2549,12,2,mold,0.912,31.22,92.14,63.5,7.51,0.912
plant-2550,10,8,healthy,0.0,25.66,86.58,7.18,5.64,0.0
plant-2551,43,31,healthy,0.0,31.75,76.67,18.93,6.05,0.0
plant-2552,10,2,healthy,0.0,26.99,70.99,33.61,5.91,0.0
plant-2553,43,40,healthy,0.0,27.22,75.83,17.38,6.9,0.0
plant-2554,9,26,healthy,0.0,22.66,81.79,60.44,7.65,0.0
plant-2555,48,20,healthy,0.0,26.91,81.39,29.74,7.73,0.0
plant-2556,19,42,nutrient_deficiency,0.777,26.34,87.81,28.98,7.39,0.723
plant-2557,32,14,healthy,0.0,24.64,70.67,66.85,5.83,0.0
plant-2558,36,14,early_blight,0.266,18.16,53.56,18.23,7.13,0.37
plant-2559,24,13,healthy,0.0,35.57,34.44,7.1,6.62,0.0
plant-2560,30,6,nutrient_deficiency,0.532,23.59,37.74,38.76,6.14,0.479
plant-2561,14,27,healthy,0.0,30.17,48.45,42.03,6.74,0.0
plant-2562,9,8,late_blight,0.229,25.34,75.2,34.84,5.96,0.275
plant-2563,47,32,healthy,0.0,29.72,38.64,54.44,6.28,0.0
plant-2564,30,38,healthy,0.0,33.83,45.35,44.74,7.86,0.0
plant-2565,44,17,early_blight,0.649,34.44,43.19,18.21,5.94,0.904
plant-2566,40,48,mold,0.846,18.91,64.98,27.25,6.62,0.923
plant-2567,48,47,healthy,0.0,36.22,40.25,28.76,7.46,0.0
plant-2568,20,48,early_blight,0.449,35.13,57.83,35.02,7.62,0.449
plant-2569,19,26,healthy,0.0,25.61,51.32,11.21,6.84,0.0
plant-2570,42,13,healthy,0.0,21.13,62.08,61.12,6.37,0.0
plant-2571,44,31,healthy,0.0,26.52,35.7,69.79,5.83,0.0
plant-2572,25,13,healthy,0.0,17.53,48.41,45.7,6.18,0.0
plant-2573,34,36,healthy,0.0,28.92,41.27,44.52,7.13,0.0
plant-2574,36,37,healthy,0.0,32.96,88.19,8.78,5.99,0.0
plant-2575,5,23,mold,0.471,15.15,31.61,18.38,7.53,0.653
plant-2576,3,9,healthy,0.0,18.11,93.97,6.06,7.33,0.0
plant-2577,46,31,healthy,0.0,29.5,55.46,38.33,6.26,0.0
plant-2578,3,24,healthy,0.0,34.83,62.09,13.76,5.87,0.0
plant-2579,38,37,early_blight,0.24,30.66,60.25,47.11,6.13,0.24
plant-2580,13,42,late_blight,0.749,37.12,40.94,15.57,5.75,1.0
plant-2581,47,3,nutrient_deficiency,0.294,27.94,56.18,46.38,7.03,0.265
plant-2582,10,17,mold,0.561,24.46,59.73,41.48,7.07,0.561
plant-2583,16,9,mold,0.618,15.87,66.4,44.09,5.85,0.618
plant-2584,18,8,mold,0.277,18.02,33.47,8.76,6.53,0.473
plant-2585,38,7,healthy,0.0,30.36,48.58,43.79,7.99,0.0
plant-2586,46,46,healthy,0.0,21.68,30.52,66.39,6.67,0.0
plant-2587,20,20,healthy,0.0,33.43,39.07,56.88,5.86,0.0
plant-2588,35,30,late_blight,0.618,37.67,39.22,13.58,5.53,1.0
plant-2589,37,49,healthy,0.0,23.47,37.7,46.76,7.7,0.0
plant-2590,9,8,nutrient_deficiency,0.568,17.0,79.86,30.27,5.91,0.511
plant-2591,13,49,healthy,0.0,37.14,61.0,13.59,6.88,0.0
plant-2592,5,40,healthy,0.0,29.88,91.22,68.34,6.89,0.0
plant-2593,20,38,healthy,0.0,19.28,78.52,5.0,7.57,0.0
plant-2594,8,41,healthy,0.0,35.37,32.03,23.77,5.83,0.0
plant-2595,39,14,healthy,0.0,18.21,78.14,44.11,6.73,0.0
plant-2596,41,39,late_blight,0.751,20.93,52.0,58.4,6.89,0.901
plant-2597,29,9,healthy,0.0,25.19,45.69,17.82,5.66,0.0
plant-2598,31,20,healthy,0.0,22.85,35.21,15.3,6.66,0.0
plant-2599,24,49,healthy,0.0,22.44,65.78,10.47,8.0,0.0
plant-2600,49,40,healthy,0.0,28.25,56.51,33.19,5.94,0.0
plant-2601,42,29,healthy,0.0,27.72,71.8,69.43,7.12,0.0
plant-2602,17,24,late_blight,0.221,15.43,34.56,8.51,6.09,0.455
plant-2603,9,17,mold,0.916,22.0,73.31,43.51,7.46,0.916
plant-2604,35,17,early_blight,0.442,23.32,42.48,6.22,7.61,0.792
plant-2605,26,49,healthy,0.0,22.05,63.91,47.99,7.14,0.0
plant-2606,11,25,healthy,0.0,26.17,90.13,23.25,7.8,0.0
plant-2607,26,1,late_blight,0.867,21.71,34.02,36.0,5.58,1.0
plant-2608,7,49,healthy,0.0,37.47,65.03,58.36,7.0,0.0
plant-2609,10,49,healthy,0.0,35.32,34.81,28.06,5.61,0.0
plant-2610,8,37,mold,0.746,25.99,82.44,62.86,7.67,0.746
plant-2611,26,20,healthy,0.0,18.19,91.93,29.26,5.54,0.0
plant-2612,1,28,healthy,0.0,19.06,68.71,16.76,7.45,0.0
plant-2613,15,23,healthy,0.0,35.23,32.9,66.22,6.78,0.0
plant-2614,9,10,healthy,0.0,33.36,31.29,37.15,5.87,0.0
plant-2615,25,42,healthy,0.0,30.4,62.77,65.36,6.93,0.0
plant-2616,22,42,healthy,0.0,27.56,76.63,49.91,5.71,0.0
plant-2617,4,6,healthy,0.0,15.71,91.37,13.84,6.69,0.0
plant-2618,25,18,healthy,0.0,26.44,46.93,51.95,5.9,0.0
plant-2619,3,8,early_blight,0.423,20.84,80.09,47.75,5.95,0.423
plant-2620,25,15,healthy,0.0,23.54,86.9,20.21,7.9,0.0
plant-2621,32,10,healthy,0.0,28.22,38.29,14.38,7.74,0.0
plant-2622,20,20,healthy,0.0,35.66,49.4,33.5,6.96,0.0
plant-2623,47,37,early_blight,0.833,23.0,45.82,8.07,6.72,1.0
plant-2624,22,47,healthy,0.0,15.57,70.84,59.58,5.66,0.0
plant-2625,18,38,nutrient_deficiency,0.913,20.42,41.25,8.11,7.68,1.0
plant-2626,24,41,healthy,0.0,25.12,45.59,46.25,6.14,0.0
plant-2627,15,12,healthy,0.0,20.31,77.69,23.39,5.89,0.0
plant-2628,8,37,healthy,0.0,21.01,36.54,8.63,6.1,0.0
plant-2629,45,24,nutrient_deficiency,0.434,34.76,39.26,37.46,6.52,0.391
plant-2630,18,4,mold,0.253,15.55,47.55,10.91,7.94,0.414
plant-2631,4,49,early_blight,0.531,23.0,39.75,34.19,7.85,0.531
plant-2632,25,43,healthy,0.0,16.14,68.57,50.34,7.32,0.0
plant-2633,3,3,healthy,0.0,28.38,61.59,21.14,5.65,0.0
plant-2634,1,40,early_blight,0.89,36.57,92.13,22.2,6.4,1.0
plant-2635,41,12,healthy,0.0,30.5,34.78,55.92,7.55,0.0
plant-2636,45,25,healthy,0.0,20.97,64.29,50.61,5.62,0.0
plant-2637,44,12,early_blight,0.208,20.91,57.09,64.21,6.76,0.208
plant-2638,42,25,healthy,0.0,34.21,76.58,14.18,5.74,0.0
plant-2639,25,47,early_blight,0.863,31.55,83.05,30.19,7.02,0.863
plant-2640,36,20,healthy,0.0,26.6,61.81,25.81,6.77,0.0
plant-2641,18,31,healthy,0.0,15.83,85.03,19.91,7.22,0.0
plant-2642,8,28,healthy,0.0,37.82,87.98,37.1,6.58,0.0
plant-2643,37,46,healthy,0.0,25.82,40.25,19.45,7.93,0.0
plant-2644,33,37,early_blight,0.999,34.18,62.33,8.97,5.87,1.0
plant-2645,5,29,healthy,0.0,35.05,90.33,38.65,7.37,0.0
plant-2646,14,33,mold,0.445,24.99,49.18,42.97,7.63,0.445
plant-2647,9,12,healthy,0.0,35.7,31.17,43.25,6.19,0.0
plant-2648,12,8,healthy,0.0,23.02,67.2,69.4,7.22,0.0
plant-2649,4,45,healthy,0.0,28.04,74.79,60.23,6.86,0.0
plant-2650,4,42,early_blight,0.304,18.95,53.24,14.27,6.03,0.463
plant-2651,28,26,healthy,0.0,18.29,92.71,24.98,7.35,0.0
plant-2652,45,7,healthy,0.0,20.63,92.15,58.03,7.15,0.0
plant-2653,5,19,healthy,0.0,30.57,63.72,26.26,5.9,0.0
plant-2654,9,17,healthy,0.0,35.25,78.91,14.39,5.9,0.0
plant-2655,10,17,healthy,0.0,21.2,55.82,8.21,6.92,0.0
plant-2656,8,47,healthy,0.0,26.58,50.23,30.58,7.59,0.0
plant-2657,41,8,early_blight,0.358,15.98,55.58,67.58,7.61,0.358
plant-2658,2,46,early_blight,0.433,36.37,33.43,33.16,7.06,0.433
plant-2659,27,45,healthy,0.0,31.84,42.01,12.12,6.04,0.0
plant-2660,27,40,healthy,0.0,29.22,34.04,69.33,6.61,0.0
plant-2661,12,17,mold,0.587,28.37,82.02,57.42,5.59,0.587
plant-2662,24,4,healthy,0.0,33.06,74.01,34.84,6.32,0.0
plant-2663,23,25,healthy,0.0,25.45,47.47,11.69,7.84,0.0
plant-2664,24,18,healthy,0.0,27.14,90.29,31.57,6.71,0.0
plant-2665,30,39,healthy,0.0,26.84,42.56,36.82,7.92,0.0
plant-2666,34,26,healthy,0.0,33.56,94.07,46.79,6.91,0.0
plant-2667,29,3,healthy,0.0,25.86,90.62,22.35,7.26,0.0
plant-2668,12,12,healthy,0.0,21.57,46.65,64.69,7.59,0.0
plant-2669,6,16,healthy,0.0,28.52,92.99,42.63,6.74,0.0
plant-2670,43,40,mold,0.357,26.15,80.93,27.88,7.84,0.382
plant-2671,3,14,healthy,0.0,31.52,83.02,13.97,6.07,0.0
plant-2672,43,7,healthy,0.0,15.3,83.74,11.96,7.26,0.0
plant-2673,3,9,healthy,0.0,37.58,75.83,58.46,7.43,0.0
plant-2674,45,30,healthy,0.0,22.52,40.71,42.65,6.01,0.0
plant-2675,28,16,healthy,0.0,16.18,76.19,50.04,6.35,0.0
plant-2676,40,34,mold,0.621,22.68,36.16,6.17,7.7,1.0
plant-2677,2,5,healthy,0.0,29.5,79.68,10.11,7.68,0.0
plant-2678,4,29,mold,0.333,30.54,88.54,20.44,6.41,0.439
plant-2679,31,49,healthy,0.0,32.71,48.88,40.39,7.68,0.0
plant-2680,2,37,healthy,0.0,22.86,33.22,14.31,7.72,0.0
plant-2681,10,43,early_blight,0.524,19.48,42.09,45.37,7.84,0.524
plant-2682,41,20,healthy,0.0,18.77,49.54,68.1,7.31,0.0
plant-2683,49,36,healthy,0.0,34.09,72.74,64.39,5.92,0.0
plant-2684,7,37,healthy,0.0,24.72,32.7,24.68,6.9,0.0
plant-2685,19,40,healthy,0.0,27.24,35.85,41.86,5.87,0.0
plant-2686,32,20,healthy,0.0,24.13,38.02,9.15,7.85,0.0
plant-2687,5,47,healthy,0.0,20.69,59.88,10.71,7.01,0.0
plant-2688,8,14,early_blight,0.437,35.68,75.84,5.89,5.81,0.788
plant-2689,47,18,healthy,0.0,35.81,57.11,38.61,6.46,0.0
plant-2690,19,21,healthy,0.0,35.42,36.35,54.54,7.5,0.0
plant-2691,4,35,healthy,0.0,29.35,46.19,45.66,6.06,0.0
plant-2692,19,19,mold,0.671,24.52,87.88,19.42,6.78,0.908
plant-2693,36,38,healthy,0.0,34.53,36.82,23.12,7.15,0.0
plant-2694,25,16,healthy,0.0,16.09,90.11,35.2,7.89,0.0
plant-2695,9,0,late_blight,0.408,17.18,50.29,9.97,6.88,0.817
plant-2696,30,35,early_blight,0.3,16.43,51.9,41.49,6.91,0.3
plant-2697,42,34,healthy,0.0,18.33,39.58,16.08,7.25,0.0
plant-2698,11,47,late_blight,0.511,24.41,47.44,7.73,7.13,1.0
plant-2699,19,35,mold,0.405,32.47,74.63,9.21,5.84,0.686
plant-2700,4,41,healthy,0.0,24.64,41.29,59.05,7.4,0.0
plant-2701,6,0,healthy,0.0,33.52,66.95,66.64,6.77,0.0
plant-2702,30,31,healthy,0.0,27.15,94.04,53.31,6.65,0.0
plant-2703,37,20,healthy,0.0,20.6,86.63,64.73,6.51,0.0
plant-2704,38,25,late_blight,0.645,19.45,76.14,7.4,6.87,1.0
plant-2705,37,23,late_blight,0.493,17.88,67.73,55.66,7.23,0.592
plant-2706,42,37,healthy,0.0,18.52,38.24,61.26,6.62,0.0
plant-2707,8,17,healthy,0.0,32.07,63.24,5.35,5.81,0.0
plant-2708,2,27,healthy,0.0,27.55,51.23,66.01,7.85,0.0
plant-2709,39,1,healthy,0.0,32.87,86.52,64.8,7.37,0.0
plant-2710,49,30,nutrient_deficiency,0.454,15.85,80.7,60.31,7.67,0.409
plant-2711,30,46,healthy,0.0,33.23,90.95,8.36,7.05,0.0
plant-2712,23,11,healthy,0.0,21.46,42.83,38.9,7.17,0.0
plant-2713,27,18,healthy,0.0,24.82,47.51,64.96,7.42,0.0
plant-2714,8,11,healthy,0.0,29.69,77.9,59.87,6.27,0.0
plant-2715,49,48,healthy,0.0,26.43,86.04,22.06,5.94,0.0
plant-2716,42,34,healthy,0.0,21.79,31.92,55.88,7.48,0.0
plant-2717,14,42,healthy,0.0,16.56,70.06,31.83,6.63,0.0
plant-2718,33,27,healthy,0.0,31.83,35.28,24.43,7.48,0.0
plant-2719,45,29,late_blight,0.674,37.25,43.56,32.96,7.26,0.809
plant-2720,12,42,late_blight,0.556,27.82,94.07,15.19,5.89,0.997
plant-2721,39,38,healthy,0.0,20.08,46.64,66.83,5.79,0.0
plant-2722,23,6,healthy,0.0,37.64,64.98,34.58,7.54,0.0
plant-2723,39,41,healthy,0.0,28.25,44.08,51.29,6.5,0.0
plant-2724,21,3,nutrient_deficiency,0.978,36.75,80.29,61.34,6.32,0.88
plant-2725,45,18,healthy,0.0,19.86,77.91,52.06,6.81,0.0
plant-2726,46,19,late_blight,0.567,28.59,35.88,55.35,6.59,0.68
plant-2727,38,35,healthy,0.0,21.67,58.83,5.18,5.53,0.0
plant-2728,2,29,healthy,0.0,27.98,67.75,18.69,5.99,0.0
plant-2729,10,11,healthy,0.0,34.31,66.86,32.54,5.72,0.0
plant-2730,36,43,healthy,0.0,31.71,54.09,34.96,7.48,0.0
plant-2731,0,46,healthy,0.0,32.23,78.86,34.08,7.26,0.0
plant-2732,41,47,healthy,0.0,17.32,90.61,5.18,7.83,0.0
plant-2733,15,10,healthy,0.0,23.98,56.91,24.41,7.21,0.0
plant-2734,22,28,healthy,0.0,18.46,65.94,37.69,7.8,0.0
plant-2735,40,17,late_blight,0.703,25.14,76.15,60.36,7.74,0.844
plant-2736,48,18,healthy,0.0,29.99,43.76,65.0,6.22,0.0
plant-2737,15,39,healthy,0.0,20.62,92.2,27.41,7.94,0.0
plant-2738,20,49,healthy,0.0,16.45,89.85,18.64,7.96,0.0
plant-2739,49,24,nutrient_deficiency,0.255,35.08,84.03,54.05,6.21,0.23
plant-2740,40,41,nutrient_deficiency,0.92,19.67,56.46,47.11,7.81,0.828
plant-2741,40,29,healthy,0.0,23.59,76.7,66.57,7.34,0.0
plant-2742,1,24,healthy,0.0,37.01,80.88,61.9,7.11,0.0
plant-2743,48,0,healthy,0.0,26.65,41.16,24.87,5.73,0.0
plant-2744,11,2,healthy,0.0,24.77,60.14,69.74,6.22,0.0
plant-2745,27,8,healthy,0.0,15.13,91.07,16.99,6.09,0.0
plant-2746,35,26,mold,0.493,35.04,43.61,23.15,7.2,0.606
plant-2747,32,20,healthy,0.0,25.39,56.67,65.97,6.09,0.0
plant-2748,22,49,healthy,0.0,36.61,83.62,61.36,7.38,0.0
plant-2749,9,11,healthy,0.0,36.8,49.93,40.67,6.13,0.0
plant-2750,26,6,healthy,0.0,35.84,48.06,29.98,7.51,0.0
plant-2751,24,24,healthy,0.0,31.71,42.6,59.01,7.33,0.0
plant-2752,18,45,healthy,0.0,15.47,56.87,55.5,6.44,0.0
plant-2753,39,10,mold,0.21,21.35,66.45,61.51,7.46,0.21
plant-2754,30,11,mold,0.636,23.68,86.21,10.78,6.2,1.0
plant-2755,32,8,healthy,0.0,32.05,58.82,57.09,6.34,0.0
plant-2756,17,29,healthy,0.0,15.37,82.34,5.08,6.21,0.0
plant-2757,2,49,healthy,0.0,24.63,42.54,44.71,6.43,0.0
plant-2758,31,2,early_blight,0.831,28.36,30.06,17.89,7.54,1.0
plant-2759,43,39,mold,0.535,29.43,40.94,31.3,5.52,0.535
plant-2760,7,46,healthy,0.0,33.64,31.86,17.28,7.93,0.0
plant-2761,46,46,nutrient_deficiency,0.871,15.13,70.49,63.42,7.9,0.784
plant-2762,11,16,early_blight,0.548,20.69,71.86,47.99,6.43,0.548
plant-2763,31,47,healthy,0.0,15.3,69.93,36.2,6.07,0.0
plant-2764,32,33,healthy,0.0,29.46,71.31,40.88,5.86,0.0
plant-2765,6,25,healthy,0.0,20.28,62.68,67.27,6.46,0.0
plant-2766,3,46,healthy,0.0,22.75,42.62,34.68,6.65,0.0
plant-2767,12,46,healthy,0.0,23.02,48.93,63.13,7.3,0.0
plant-2768,24,42,healthy,0.0,15.29,39.55,47.04,6.05,0.0
plant-2769,48,0,healthy,0.0,16.54,51.53,64.24,5.55,0.0
plant-2770,48,24,healthy,0.0,15.35,35.83,7.25,6.18,0.0
plant-2771,26,5,healthy,0.0,20.11,50.8,20.98,7.72,0.0
plant-2772,1,28,healthy,0.0,27.19,51.12,48.0,7.57,0.0
plant-2773,9,44,healthy,0.0,35.57,58.84,45.7,6.69,0.0
plant-2774,25,24,late_blight,0.74,19.08,41.85,23.04,6.34,1.0
plant-2775,29,9,healthy,0.0,23.4,61.53,59.02,7.63,0.0
plant-2776,38,17,early_blight,0.223,19.21,31.74,21.11,5.5,0.289
plant-2777,32,31,mold,0.635,22.49,69.86,68.73,7.44,0.635
plant-2778,35,23,healthy,0.0,36.52,84.69,66.07,6.6,0.0
plant-2779,0,5,healthy,0.0,16.28,50.56,58.81,7.83,0.0
plant-2780,33,24,healthy,0.0,37.47,79.67,61.99,5.73,0.0
plant-2781,19,3,healthy,0.0,37.55,39.44,69.96,7.17,0.0
plant-2782,35,49,healthy,0.0,28.99,66.38,37.08,5.52,0.0
plant-2783,36,48,healthy,0.0,33.03,71.35,45.09,6.06,0.0
plant-2784,4,14,healthy,0.0,21.47,48.08,37.48,6.15,0.0
plant-2785,45,21,early_blight,0.38,35.11,38.03,61.78,5.9,0.38
plant-2786,6,17,healthy,0.0,25.06,46.36,58.28,5.84,0.0
plant-2787,16,2,healthy,0.0,29.03,67.36,30.77,6.74,0.0
plant-2788,8,37,healthy,0.0,37.52,36.26,53.87,7.86,0.0
plant-2789,19,43,late_blight,0.678,19.98,46.0,25.48,7.23,0.936
plant-2790,19,3,healthy,0.0,30.02,88.77,63.91,6.0,0.0
plant-2791,11,17,healthy,0.0,23.84,38.64,32.89,6.85,0.0
plant-2792,34,3,late_blight,0.512,34.25,30.48,28.38,6.66,0.648
plant-2793,3,42,healthy,0.0,22.21,86.89,20.37,7.39,0.0
plant-2794,24,28,healthy,0.0,16.47,65.74,27.12,6.07,0.0
plant-2795,41,31,healthy,0.0,37.23,69.29,36.14,7.57,0.0
plant-2796,46,35,early_blight,0.775,35.42,68.48,68.95,7.6,0.775
plant-2797,0,44,healthy,0.0,31.58,49.72,22.17,5.89,0.0
plant-2798,34,36,healthy,0.0,16.27,67.68,34.71,7.77,0.0
plant-2799,43,21,early_blight,0.824,31.04,72.9,6.22,6.12,1.0
plant-2800,6,38,healthy,0.0,19.63,42.37,55.43,7.94,0.0
plant-2801,34,24,healthy,0.0,28.93,80.46,14.18,6.9,0.0
